raw_text,title,denomination,category,date_of_issue,Image
"A commemorative postage stamp on  FORTS OF INDIA : SIMHAGAD 

 Date of Issue:  03 Aug 1984
 Denomination: INR 1.50
 Category: Thematic",FORTS OF INDIA : SIMHAGAD,INR 1.50,Thematic,03 Aug 1984,https://postagestamps.gov.in/Images/Stamps1984/03-08-1984-3.jpg
"A commemorative postage stamp on  FORTS OF INDIA : JODHPUR 

 Date of Issue:  03 Aug 1984
 Denomination: INR 2.00
 Category: Thematic",FORTS OF INDIA : JODHPUR,INR 2.00,Thematic,03 Aug 1984,https://postagestamps.gov.in/Images/Stamps1984/03-08-1984-1.jpg
"A commemorative postage stamp on  XXIII OLYMPICS : BASKET BALL 

 Date of Issue:  28 Jul 1984
 Denomination: 50 nP
 Category: Event",XXIII OLYMPICS : BASKET BALL,50 nP,Event,28 Jul 1984,https://postagestamps.gov.in/Images/Stamps1984/28-07-1984-1.jpg
"A commemorative postage stamp on  XXIII OLYMPICS : HIGH JUMP 

 Date of Issue:  28 Jul 1984
 Denomination: INR 1.00
 Category: Event",XXIII OLYMPICS : HIGH JUMP,INR 1.00,Event,28 Jul 1984,https://postagestamps.gov.in/Images/Stamps1984/28-07-1984-2.jpg
"A commemorative postage stamp on  XXIII OLYMPICS : A GIRL DOING FLOOR EXERCISES 

 Date of Issue:  28 Jul 1984
 Denomination: INR 2.00
 Category: Event",XXIII OLYMPICS : A GIRL DOING FLOOR EXERCISES,INR 2.00,Event,28 Jul 1984,https://postagestamps.gov.in/Images/Stamps1984/28-07-1984-3.jpg
"A commemorative postage stamp on  XXIII OLYMPICS : WEIGHT LIFTING 

 Date of Issue:  28 Jul 1984
 Denomination: INR 2.50
 Category: Event",XXIII OLYMPICS : WEIGHT LIFTING,INR 2.50,Event,28 Jul 1984,https://postagestamps.gov.in/Images/Stamps1984/28-07-1984-4.jpg
"A commemorative postage stamp on  G D BIRLA 1884-1983 

 Date of Issue:  11 Jun 1984
 Denomination: 50 nP
 Category: Personality",G D BIRLA 1884-1983,50 nP,Personality,11 Jun 1984,https://postagestamps.gov.in/Images/Stamps1984/11-06-1984.jpg
"A commemorative postage stamp on  INDIA'S STRUGGLE FOR FREEDOM : MANGAL PANDEY 

 Date of Issue:  10 May 1984
 Denomination: 50 nP
 Category: Thematic",INDIA'S STRUGGLE FOR FREEDOM : MANGAL PANDEY,50 nP,Thematic,10 May 1984,https://postagestamps.gov.in/Images/Stamps1984/10-05-1984-4.jpg
"A commemorative postage stamp on  INDIA'S STRUGGLE FOR FREEDOM : NANA SAHIB 

 Date of Issue:  10 May 1984
 Denomination: 50 nP
 Category: Thematic",INDIA'S STRUGGLE FOR FREEDOM : NANA SAHIB,50 nP,Thematic,10 May 1984,https://postagestamps.gov.in/Images/Stamps1984/10-05-1984-3.jpg
"A commemorative postage stamp on  INDIA'S STRUGGLE FOR FREEDOM : TATYA TOPE 

 Date of Issue:  10 May 1984
 Denomination: 50 nP
 Category: Thematic",INDIA'S STRUGGLE FOR FREEDOM : TATYA TOPE,50 nP,Thematic,10 May 1984,https://postagestamps.gov.in/Images/Stamps1984/10-05-1984-2.jpg
"A commemorative postage stamp on  INDIA'S STRUGGLE FOR FREEDOM : BEGUM HAZRAT MAHAL 

 Date of Issue:  10 May 1984
 Denomination: 50 nP
 Category: Thematic",INDIA'S STRUGGLE FOR FREEDOM : BEGUM HAZRAT MAHAL,50 nP,Thematic,10 May 1984,https://postagestamps.gov.in/Images/Stamps1984/10-05-1984-1.jpg
"A commemorative postage stamp on  BABA KANSHIRAM 

 Date of Issue:  23 Apr 1984
 Denomination: 50 nP
 Category: Personality",BABA KANSHIRAM,50 nP,Personality,23 Apr 1984,https://postagestamps.gov.in/Images/Stamps1984/23-04-1984.jpg
"A commemorative postage stamp on  INDO-SOVIET JOINT MANNED SPACE FLIGHT 

 Date of Issue:  03 Apr 1984
 Denomination: INR 3.00
 Category: Event",INDO-SOVIET JOINT MANNED SPACE FLIGHT,INR 3.00,Event,03 Apr 1984,https://postagestamps.gov.in/Images/Stamps1984/03-04-1984.jpg
"A commemorative postage stamp on  VASUDEO BALVANT PHADKE 

 Date of Issue:  21 Feb 1984
 Denomination: 50 nP
 Category: Personality",VASUDEO BALVANT PHADKE,50 nP,Personality,21 Feb 1984,https://postagestamps.gov.in/Images/Stamps1984/21-02-1984.jpg
"A commemorative postage stamp on  XII INTERNATIONAL LEPROSY CONGRESS, NEW DELHI 1984 

 Date of Issue:  20 Feb 1984
 Denomination: INR 1.00
 Category: Event","XII INTERNATIONAL LEPROSY CONGRESS, NEW DELHI 1984",INR 1.00,Event,20 Feb 1984,https://postagestamps.gov.in/Images/Stamps1984/20-02-1984.jpg
"A commemorative postage stamp on  PRESIDENT'T REVIEW OF THE FLEET (SE-TENANT OF FOUR) 

 Date of Issue:  12 Feb 1984
 Denomination: INR 1.00
 Category: Event",PRESIDENT'T REVIEW OF THE FLEET (SE-TENANT OF FOUR),INR 1.00,Event,12 Feb 1984,https://postagestamps.gov.in/Images/Stamps1984/12--02-1984.jpg
"A commemorative postage stamp on  100 YEARS OF POSTAL LIFE INSURANCE 1884-1984 

 Date of Issue:  01 Feb 1984
 Denomination: INR 1.00
 Category: Event",100 YEARS OF POSTAL LIFE INSURANCE 1884-1984,INR 1.00,Event,01 Feb 1984,https://postagestamps.gov.in/Images/Stamps1984/01-02-1984.jpg
"A commemorative postage stamp on  THE ASIATIC SOCIETY 

 Date of Issue:  15 Jan 1984
 Denomination: INR 1.00
 Category: Institution",THE ASIATIC SOCIETY,INR 1.00,Institution,15 Jan 1984,https://postagestamps.gov.in/Images/Stamps1984/15-01-1984.jpg
"A commemorative postage stamp on  THE DECCAN HORSE 1790-1984 

 Date of Issue:  09 Jan 1984
 Denomination: INR 1.00
 Category: Defence",THE DECCAN HORSE 1790-1984,INR 1.00,Defence,09 Jan 1984,https://postagestamps.gov.in/Images/Stamps1984/09-01-1984.jpg
"A commemorative postage stamp on  7TH LIGH CAVALRY 1784-1984 

 Date of Issue:  07 Jan 1984
 Denomination: INR 1.00
 Category: Defence",7TH LIGH CAVALRY 1784-1984,INR 1.00,Defence,07 Jan 1984,https://postagestamps.gov.in/Images/Stamps1984/07-01-1984.jpg
"A commemorative postage stamp on  CENTENARY OF THE INDIAN NATIONAL CONGRESS (SE-TENANT OF FOUR) 

 Date of Issue:  28 Dec 1985
 Denomination: INR 1.00
 Category: Event",CENTENARY OF THE INDIAN NATIONAL CONGRESS (SE-TENANT OF FOUR),INR 1.00,Event,28 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/28-12-1985.jpg
"A commemorative postage stamp on  JOHANN SEBASTIAN BACH & GEORGE FRIDERIC HANDEL 

 Date of Issue:  27 Dec 1985
 Denomination: INR 5.00
 Category: Personality",JOHANN SEBASTIAN BACH & GEORGE FRIDERIC HANDEL,INR 5.00,Personality,27 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/27-12-1985.jpg
"A commemorative postage stamp on  RAVISHANKAR MAHARAJ 

 Date of Issue:  24 Dec 1985
 Denomination: 50 nP
 Category: Personality",RAVISHANKAR MAHARAJ,50 nP,Personality,24 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/24-12-1985-2.jpg
"A commemorative postage stamp on  INTERNATIONAL YOUTH YEAR 

 Date of Issue:  24 Dec 1985
 Denomination: INR 2.00
 Category: Event",INTERNATIONAL YOUTH YEAR,INR 2.00,Event,24 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/24-12-1985-1.jpg
"A commemorative postage stamp on  MASTER TARA SINGH 

 Date of Issue:  23 Dec 1985
 Denomination: 50 nP
 Category: Personality",MASTER TARA SINGH,50 nP,Personality,23 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/23-12-1985.jpg
"A commemorative postage stamp on  SHYAMA SHASTRI 1762-1827 

 Date of Issue:  21 Dec 1985
 Denomination: INR 1.00
 Category: Personality",SHYAMA SHASTRI 1762-1827,INR 1.00,Personality,21 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/21-12-1985.jpg
"A commemorative postage stamp on  SOUTH ASIAN REGIONAL CO-OPERATION 

 Date of Issue:  08 Dec 1985
 Denomination: INR 1.00
 Category: Institution",SOUTH ASIAN REGIONAL CO-OPERATION,INR 1.00,Institution,08 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/08-12-1985-2.jpg
"A commemorative postage stamp on  SOUTH ASIAN REGIONAL CO-OPERATION 

 Date of Issue:  08 Dec 1985
 Denomination: INR 3.00
 Category: Institution",SOUTH ASIAN REGIONAL CO-OPERATION,INR 3.00,Institution,08 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/08-12-1985-1.jpg
"A commemorative postage stamp on  KAKASAHEB KALELKAR 

 Date of Issue:  02 Dec 1985
 Denomination: 50 nP
 Category: Personality",KAKASAHEB KALELKAR,50 nP,Personality,02 Dec 1985,https://postagestamps.gov.in/Images/Stamps1985/02-12-1985.jpg
"A commemorative postage stamp on  ST. STEPHEN'S HOSPITAL, DELHI 1885-1985 

 Date of Issue:  25 Nov 1985
 Denomination: INR 1.00
 Category: Event","ST. STEPHEN'S HOSPITAL, DELHI 1885-1985",INR 1.00,Event,25 Nov 1985,https://postagestamps.gov.in/Images/Stamps1985/25-11-1985.jpg
"A commemorative postage stamp on  XIX GENERAL ASSEMBLY INTERNATIONAL ASTRONOMICAL UNION, NEW DELHI 

 Date of Issue:  19 Nov 1985
 Denomination: INR 1.00
 Category: Event","XIX GENERAL ASSEMBLY INTERNATIONAL ASTRONOMICAL UNION, NEW DELHI",INR 1.00,Event,19 Nov 1985,https://postagestamps.gov.in/Images/Stamps1985/19-11-1985-1.jpg
"A commemorative postage stamp on  INDIRA GANDHI - PRIYADARSHINI 1917-1984 

 Date of Issue:  19 Nov 1985
 Denomination: INR 3.00
 Category: Personality",INDIRA GANDHI - PRIYADARSHINI 1917-1984,INR 3.00,Personality,19 Nov 1985,https://postagestamps.gov.in/Images/Stamps1985/19-11-1985.jpg
"A commemorative postage stamp on  CHILDREN'S DAY 

 Date of Issue:  14 Nov 1985
 Denomination: 50 nP
 Category: Event",CHILDREN'S DAY,50 nP,Event,14 Nov 1985,https://postagestamps.gov.in/Images/Stamps1985/14-11-1985.jpg
"A commemorative postage stamp on  INDIRA GANDHI-IN THE SERVICE OF THE NATION 1917-1984 

 Date of Issue:  31 Oct 1985
 Denomination: INR 2.00
 Category: Personality",INDIRA GANDHI-IN THE SERVICE OF THE NATION 1917-1984,INR 2.00,Personality,31 Oct 1985,https://postagestamps.gov.in/Images/Stamps1985/31-10-1985.jpg
"A commemorative postage stamp on  40TH ANNIVERSARY OF THE UNITED NATIONS 

 Date of Issue:  24 Oct 1985
 Denomination: INR 2.00
 Category: Event",40TH ANNIVERSARY OF THE UNITED NATIONS,INR 2.00,Event,24 Oct 1985,https://postagestamps.gov.in/Images/Stamps1985/24-10-1985.jpg
"A commemorative postage stamp on  BORDER ROADS ORGANISATION 

 Date of Issue:  10 Oct 1985
 Denomination: INR 2.00
 Category: Institution",BORDER ROADS ORGANISATION,INR 2.00,Institution,10 Oct 1985,https://postagestamps.gov.in/Images/Stamps1985/10-10-1985.jpg
"A commemorative postage stamp on  SWAMI HARIDAS 1478-1573 

 Date of Issue:  19 Sep 1985
 Denomination: INR 1.00
 Category: Personality",SWAMI HARIDAS 1478-1573,INR 1.00,Personality,19 Sep 1985,https://postagestamps.gov.in/Images/Stamps1985/19-09-1985.jpg
"A commemorative postage stamp on  NELLIE SENGUPTA - JATINDRA MOHAN SENGUPTA 

 Date of Issue:  22 Jul 1985
 Denomination: 50 nP
 Category: Personality",NELLIE SENGUPTA - JATINDRA MOHAN SENGUPTA,50 nP,Personality,22 Jul 1985,https://postagestamps.gov.in/Images/Stamps1985/22-07-1985.jpg
"A commemorative postage stamp on  JAIRAMDAS DOULATRAM 

 Date of Issue:  21 Jul 1985
 Denomination: 50 nP
 Category: Personality",JAIRAMDAS DOULATRAM,50 nP,Personality,21 Jul 1985,https://postagestamps.gov.in/Images/Stamps1985/21-07-1985.jpg
"A commemorative postage stamp on  YAUDHEYA COIN - FESTIVAL OF INDIA 

 Date of Issue:  13 Jun 1985
 Denomination: INR 2.00
 Category: Thematic",YAUDHEYA COIN - FESTIVAL OF INDIA,INR 2.00,Thematic,13 Jun 1985,https://postagestamps.gov.in/Images/Stamps1985/13-06-1985.jpg
"A commemorative postage stamp on  DIDARGANJ YAKSHI - FESTIVAL OF INDIA 

 Date of Issue:  07 Jun 1985
 Denomination: INR 1.00
 Category: Thematic",DIDARGANJ YAKSHI - FESTIVAL OF INDIA,INR 1.00,Thematic,07 Jun 1985,https://postagestamps.gov.in/Images/Stamps1985/07-06-1985.jpg
"A commemorative postage stamp on  BOUGAINVILLEA 

 Date of Issue:  05 Jun 1985
 Denomination: 50 nP
 Category: Thematic",BOUGAINVILLEA,50 nP,Thematic,05 Jun 1985,https://postagestamps.gov.in/Images/Stamps1985/05-06-1985-2.jpg
"A commemorative postage stamp on  BOUGAINVILLEA 

 Date of Issue:  05 Jun 1985
 Denomination: INR 1.00
 Category: Thematic",BOUGAINVILLEA,INR 1.00,Thematic,05 Jun 1985,https://postagestamps.gov.in/Images/Stamps1985/05-06-1985-1.jpg
"A commemorative postage stamp on  WHITE WINGED WOOD DUCK 

 Date of Issue:  18 May 1985
 Denomination: INR 2.00
 Category: Thematic",WHITE WINGED WOOD DUCK,INR 2.00,Thematic,18 May 1985,https://postagestamps.gov.in/Images/Stamps1985/18-05-1985.jpg
"A commemorative postage stamp on  ST. XAVIER'S COLLEGE, CALCUTTA 

 Date of Issue:  12 Apr 1985
 Denomination: INR 1.00
 Category: Institution","ST. XAVIER'S COLLEGE, CALCUTTA",INR 1.00,Institution,12 Apr 1985,https://postagestamps.gov.in/Images/Stamps1985/12-04-1985.jpg
"A commemorative postage stamp on  BABA JASSA SINGH AHLUWALIA 1718-1783 

 Date of Issue:  04 Apr 1985
 Denomination: 50 nP
 Category: Personality",BABA JASSA SINGH AHLUWALIA 1718-1783,50 nP,Personality,04 Apr 1985,https://postagestamps.gov.in/Images/Stamps1985/04-04-1985.jpg
"A commemorative postage stamp on  50 YEARS OF POTATO RESEARCH 1935-1985 

 Date of Issue:  01 Apr 1985
 Denomination: 50 nP
 Category: Event",50 YEARS OF POTATO RESEARCH 1935-1985,50 nP,Event,01 Apr 1985,https://postagestamps.gov.in/Images/Stamps1985/01-04-1985.jpg
"A commemorative postage stamp on  THE ASSAM RIFLES SENTINELS OF THE NORTH-EAST 

 Date of Issue:  29 Mar 1985
 Denomination: INR 1.00
 Category: Defence",THE ASSAM RIFLES SENTINELS OF THE NORTH-EAST,INR 1.00,Defence,29 Mar 1985,https://postagestamps.gov.in/Images/Stamps1985/29-03-1985.jpg
"A commemorative postage stamp on  MEDICAL COLLEGE, MADRAS 1835-1985 

 Date of Issue:  06 Mar 1985
 Denomination: INR 1.00
 Category: Institution","MEDICAL COLLEGE, MADRAS 1835-1985",INR 1.00,Institution,06 Mar 1985,https://postagestamps.gov.in/Images/Stamps1985/06-03-1985.jpg
"A commemorative postage stamp on  MEDICAL COLLEGE, CALCUTTA 1835-1985 

 Date of Issue:  20 Feb 1985
 Denomination: INR 1.00
 Category: Institution","MEDICAL COLLEGE, CALCUTTA 1835-1985",INR 1.00,Institution,20 Feb 1985,https://postagestamps.gov.in/Images/Stamps1985/20-02-1985.jpg
"A commemorative postage stamp on  MINICOY LIGHT HOUSE 1885-1985 

 Date of Issue:  02 Feb 1985
 Denomination: INR 1.00
 Category: Thematic",MINICOY LIGHT HOUSE 1885-1985,INR 1.00,Thematic,02 Feb 1985,https://postagestamps.gov.in/Images/Stamps1985/02-02-1985.jpg
"A commemorative postage stamp on  INDIRA GANDHI : CRUSADER FOR WORLD PEACE 1817-1984 

 Date of Issue:  31 Jan 1985
 Denomination: INR 2.00
 Category: Personality",INDIRA GANDHI : CRUSADER FOR WORLD PEACE 1817-1984,INR 2.00,Personality,31 Jan 1985,https://postagestamps.gov.in/Images/Stamps1985/31-01-1985.jpg
"A commemorative postage stamp on  REGIMENT OF ARTILLERY GOLDEN JUBILEE 1935-1985 

 Date of Issue:  15 Jan 1985
 Denomination: INR 1.00
 Category: Defence",REGIMENT OF ARTILLERY GOLDEN JUBILEE 1935-1985,INR 1.00,Defence,15 Jan 1985,https://postagestamps.gov.in/Images/Stamps1985/15-01-1985.jpg
"A commemorative postage stamp on  NARHAR VISHNU GADGIL 

 Date of Issue:  10 Jan 1985
 Denomination: 50 nP
 Category: Personality",NARHAR VISHNU GADGIL,50 nP,Personality,10 Jan 1985,https://postagestamps.gov.in/Images/Stamps1985/10-01-1985.jpg
"A commemorative postage stamp on  FERGUSSON COLLEGE, PUNE 1885-1985 

 Date of Issue:  02 Jan 1985
 Denomination: INR 1.00
 Category: Institution","FERGUSSON COLLEGE, PUNE 1885-1985",INR 1.00,Institution,02 Jan 1985,https://postagestamps.gov.in/Images/Stamps1985/02-01-1985.jpg
"A commemorative postage stamp on  VEER SURENDRA SAI 

 Date of Issue:  30 Dec 1986
 Denomination: 50 nP
 Category: Personality",VEER SURENDRA SAI,50 nP,Personality,30 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/30-12-1986-2.jpg
"A commemorative postage stamp on  ST. MARTHA'S HOSPITAL, BANGALORE 

 Date of Issue:  30 Dec 1986
 Denomination: INR 1.00
 Category: Institution","ST. MARTHA'S HOSPITAL, BANGALORE",INR 1.00,Institution,30 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/30-12-1986.jpg
"A commemorative postage stamp on  SAGARMAL GOPA 

 Date of Issue:  29 Dec 1986
 Denomination: 50 nP
 Category: Personality",SAGARMAL GOPA,50 nP,Personality,29 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/29-12-1986.jpg
"A commemorative postage stamp on  ALLURI SEETARAMA RAJU 

 Date of Issue:  26 Dec 1986
 Denomination: 50 nP
 Category: Personality",ALLURI SEETARAMA RAJU,50 nP,Personality,26 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/26-12-1986.jpg
"A commemorative postage stamp on  50 YEARS OF CORBETT NATIONAL PARK 

 Date of Issue:  15 Dec 1986
 Denomination: INR 1.00
 Category: Event",50 YEARS OF CORBETT NATIONAL PARK,INR 1.00,Event,15 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/15-12-1986-2.jpg
"A commemorative postage stamp on  50 YEARS OF CORBETT NATIONAL PARK 

 Date of Issue:  15 Dec 1986
 Denomination: INR 2.00
 Category: Event",50 YEARS OF CORBETT NATIONAL PARK,INR 2.00,Event,15 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/15-12-1986-1.jpg
"A commemorative postage stamp on  TANSEN 

 Date of Issue:  12 Dec 1986
 Denomination: INR 1.00
 Category: Personality",TANSEN,INR 1.00,Personality,12 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/12-12-1986.jpg
"A commemorative postage stamp on  40TH ANNIVERSARY OF UNICEF 

 Date of Issue:  11 Dec 1986
 Denomination: 50 nP
 Category: Event",40TH ANNIVERSARY OF UNICEF,50 nP,Event,11 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/11-12-1986-2.jpg
"A commemorative postage stamp on  40TH ANNIVERSARY OF UNICEF 

 Date of Issue:  11 Dec 1986
 Denomination: INR 5.00
 Category: Event",40TH ANNIVERSARY OF UNICEF,INR 5.00,Event,11 Dec 1986,https://postagestamps.gov.in/Images/Stamps1986/11-12-1986-1.jpg
"A commemorative postage stamp on  CHILDREN'S DAY 

 Date of Issue:  14 Nov 1986
 Denomination: 50 nP
 Category: Event",CHILDREN'S DAY,50 nP,Event,14 Nov 1986,https://postagestamps.gov.in/Images/Stamps1986/14-11-1986.jpg
"A commemorative postage stamp on  INTERNATIONAL YEAR OF PEACE 1986 

 Date of Issue:  24 Oct 1986
 Denomination: INR 5.00
 Category: Event",INTERNATIONAL YEAR OF PEACE 1986,INR 5.00,Event,24 Oct 1986,https://postagestamps.gov.in/Images/Stamps1986/24-10-1986.jpg
"A commemorative postage stamp on  125TH ANNIVERSARY OF INDIAN POLICE (SE-TENANT) 

 Date of Issue:  21 Oct 1986
 Denomination: INR 2.00
 Category: Event",125TH ANNIVERSARY OF INDIAN POLICE (SE-TENANT),INR 2.00,Event,21 Oct 1986,https://postagestamps.gov.in/Images/Stamps1986/21-10-1986.jpg
"A commemorative postage stamp on  1 PARA (COMMANDO) 1761-1986 

 Date of Issue:  17 Oct 1986
 Denomination: INR 3.00
 Category: Defence",1 PARA (COMMANDO) 1761-1986,INR 3.00,Defence,17 Oct 1986,https://postagestamps.gov.in/Images/Stamps1986/17-10-1986.jpg
"A commemorative postage stamp on  200 YEARS OF MADRAS GPO 

 Date of Issue:  09 Oct 1986
 Denomination: INR 5.00
 Category: Event",200 YEARS OF MADRAS GPO,INR 5.00,Event,09 Oct 1986,https://postagestamps.gov.in/Images/Stamps1986/09-10-1986.jpg
"A commemorative postage stamp on  X ASIAN GAMES : WOMEN'S VOLLEYBALL 

 Date of Issue:  16 Sep 1986
 Denomination: INR 1.50
 Category: Event",X ASIAN GAMES : WOMEN'S VOLLEYBALL,INR 1.50,Event,16 Sep 1986,https://postagestamps.gov.in/Images/Stamps1986/16-09-1986-2.jpg
"A commemorative postage stamp on  X ASIAN GAMES : MEN'S HURDLE 

 Date of Issue:  16 Sep 1986
 Denomination: INR 3.00
 Category: Event",X ASIAN GAMES : MEN'S HURDLE,INR 3.00,Event,16 Sep 1986,https://postagestamps.gov.in/Images/Stamps1986/16-09-1986-1.jpg
"A commemorative postage stamp on  SWAMI SIVANANDA 

 Date of Issue:  08 Sep 1986
 Denomination: INR 2.00
 Category: Personality",SWAMI SIVANANDA,INR 2.00,Personality,08 Sep 1986,https://postagestamps.gov.in/Images/Stamps1986/08-09-1986.jpg
"A commemorative postage stamp on  BHIM SEN SACHAR 

 Date of Issue:  14 Aug 1986
 Denomination: 50 nP
 Category: Personality",BHIM SEN SACHAR,50 nP,Personality,14 Aug 1986,https://postagestamps.gov.in/Images/Stamps1986/14-08-1986.jpg
"A commemorative postage stamp on  WORLD CUP FOOTBALL MEXICO 

 Date of Issue:  31 May 1986
 Denomination: INR 5.00
 Category: Event",WORLD CUP FOOTBALL MEXICO,INR 5.00,Event,31 May 1986,https://postagestamps.gov.in/Images/Stamps1986/13-05-1986.jpg
"A commemorative postage stamp on  MAYO COLLEGE, AJMER 

 Date of Issue:  12 Apr 1986
 Denomination: INR 1.00
 Category: Institution","MAYO COLLEGE, AJMER",INR 1.00,Institution,12 Apr 1986,https://postagestamps.gov.in/Images/Stamps1986/12-04-1986.jpg
"A commemorative postage stamp on  CHAITANYA MAHAPRABHU 

 Date of Issue:  13 Mar 1986
 Denomination: INR 2.00
 Category: Personality",CHAITANYA MAHAPRABHU,INR 2.00,Personality,13 Mar 1986,https://postagestamps.gov.in/Images/Stamps1986/13-03-1986.jpg
"A commemorative postage stamp on  SIXTH TRIENNALE-INDIA 1986 

 Date of Issue:  22 Feb 1986
 Denomination: INR 1.00
 Category: Event",SIXTH TRIENNALE-INDIA 1986,INR 1.00,Event,22 Feb 1986,https://postagestamps.gov.in/Images/Stamps1986/22-02-1986.jpg
"A commemorative postage stamp on  75TH ANNIVERSARY OF FIRST AERIAL POST 

 Date of Issue:  18 Feb 1986
 Denomination: 50 nP
 Category: Event",75TH ANNIVERSARY OF FIRST AERIAL POST,50 nP,Event,18 Feb 1986,https://postagestamps.gov.in/Images/Stamps1986/18-02-1986-2.jpg
"A commemorative postage stamp on  75TH ANNIVERSARY OF FIRST AERIAL POST 

 Date of Issue:  18 Feb 1986
 Denomination: INR 3.00
 Category: Event",75TH ANNIVERSARY OF FIRST AERIAL POST,INR 3.00,Event,18 Feb 1986,https://postagestamps.gov.in/Images/Stamps1986/18-02-1986-1.jpg
"A commemorative postage stamp on  I N S VIKRANT 

 Date of Issue:  16 Feb 1986
 Denomination: INR 2.00
 Category: Defence",I N S VIKRANT,INR 2.00,Defence,16 Feb 1986,https://postagestamps.gov.in/Images/Stamps1986/16-02-1986.jpg
"A commemorative postage stamp on  INPEX-86 : HAWA MAHAL 

 Date of Issue:  14 Feb 1986
 Denomination: 50 nP
 Category: Event",INPEX-86 : HAWA MAHAL,50 nP,Event,14 Feb 1986,https://postagestamps.gov.in/Images/Stamps1986/14-02-1986-2.jpg
"A commemorative postage stamp on  INPEX-86 : MOBILE CAMEL POST OFFICE 

 Date of Issue:  14 Feb 1986
 Denomination: INR 2.00
 Category: Event",INPEX-86 : MOBILE CAMEL POST OFFICE,INR 2.00,Event,14 Feb 1986,https://postagestamps.gov.in/Images/Stamps1986/14-02-1986-1.jpg
"A commemorative postage stamp on  NAVAL DOCKYARD BOMBAY - 250TH ANNIVERSARY 

 Date of Issue:  11 Jan 1986
 Denomination: INR 2.50
 Category: Defence",NAVAL DOCKYARD BOMBAY - 250TH ANNIVERSARY,INR 2.50,Defence,11 Jan 1986,https://postagestamps.gov.in/Images/Stamps1986/11-01-1986.jpg
"A commemorative postage stamp on  DR. HIRA LAL 1867-1934 

 Date of Issue:  31 Dec 1987
 Denomination: 60 nP
 Category: Personality",DR. HIRA LAL 1867-1934,60 nP,Personality,31 Dec 1987,https://postagestamps.gov.in/Images/Stamps1987/31-12-1987-1.jpg
"A commemorative postage stamp on  PANDIT HRIDAY NATH KUNZRU 

 Date of Issue:  31 Dec 1987
 Denomination: 60 nP
 Category: Personality",PANDIT HRIDAY NATH KUNZRU,60 nP,Personality,31 Dec 1987,https://postagestamps.gov.in/Images/Stamps1987/31-12-1987.jpg
"A commemorative postage stamp on  RUKMINI DEVI 1904-1986 

 Date of Issue:  27 Dec 1987
 Denomination: 60 nP
 Category: Personality",RUKMINI DEVI 1904-1986,60 nP,Personality,27 Dec 1987,https://postagestamps.gov.in/Images/Stamps1987/27-12-1987.jpg
"A commemorative postage stamp on  SRI HARMANDIR SAHIB, AMRITSAR 

 Date of Issue:  26 Dec 1987
 Denomination: 60 nP
 Category: Personality","SRI HARMANDIR SAHIB, AMRITSAR",60 nP,Personality,26 Dec 1987,https://postagestamps.gov.in/Images/Stamps1987/26-12-1987.jpg
"A commemorative postage stamp on  DR. RAJAH SIR M A MUTHIAH CHETTIAR 

 Date of Issue:  21 Dec 1987
 Denomination: 60 nP
 Category: Personality",DR. RAJAH SIR M A MUTHIAH CHETTIAR,60 nP,Personality,21 Dec 1987,https://postagestamps.gov.in/Images/Stamps1987/21-12-1987.jpg
"A commemorative postage stamp on  FATHER KURIAKOSE ELIAS CHAVARA 1805-1871 

 Date of Issue:  20 Dec 1987
 Denomination: 60 nP
 Category: Personality",FATHER KURIAKOSE ELIAS CHAVARA 1805-1871,60 nP,Personality,20 Dec 1987,https://postagestamps.gov.in/Images/Stamps1987/20-12-1987.jpg
"A commemorative postage stamp on  SMT. RAMESHWARI NEHRU 1886-1966 

 Date of Issue:  10 Dec 1987
 Denomination: 60 nP
 Category: Personality",SMT. RAMESHWARI NEHRU 1886-1966,60 nP,Personality,10 Dec 1987,https://postagestamps.gov.in/Images/Stamps1987/10-12-1987.jpg
"A commemorative postage stamp on  VEER NARAYAN SINGH 1795-1857 

 Date of Issue:  10 Dec 1987
 Denomination: 60 nP
 Category: Personality",VEER NARAYAN SINGH 1795-1857,60 nP,Personality,10 Dec 1987,https://postagestamps.gov.in/Images/Stamps1987/10-12-1987-1.jpg
"A commemorative postage stamp on  WILD LIFE : WHITE TIGER - REWA 

 Date of Issue:  29 Nov 1987
 Denomination: INR 1.00
 Category: Thematic",WILD LIFE : WHITE TIGER - REWA,INR 1.00,Thematic,29 Nov 1987,https://postagestamps.gov.in/Images/Stamps1987/29-11-1987-1.jpg
